"idCatalogoCuenta","desCatalogoCuenta"
63064,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:"
63066,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: Riesgo 3 y  No calificado  de Corto Plazo  (ponderados al 100 por ciento)"
63067,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: Riesgo 4 de Corto Plazo (ponderados al 120 por ciento)"
63068,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: Riesgo 5 de Corto Plazo (ponderados al 150 por ciento)"
63070,"Operaciones sin Importe positivo a favor de la Institución Valores a recibir"
63071,"Operaciones sin Importe positivo a favor de la Institución Dinero a entregar"
63073,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63074,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: Operaciones sin Importe positivo a favor de la Institución"
63075,"Operaciones con Importe positivo a favor de la Institución Valores a recibir"
63076,"Operaciones con Importe positivo a favor de la Institución Dinero a entregar"
63078,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63079,"Operaciones con Importe positivo a favor de la Institución     Importe Positivo"
63080,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
63100,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
63101,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
63102,"Operaciones sin Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
63103,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63104,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Operaciones sin Importe positivo a favor de la Institución"
63105,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
63106,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
63107,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
63108,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63109,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
63110,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 a 6 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
63112,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  No Calificadas Largo Plazo y Riesgo 2 de Corto Plazo (ponderados al 50 por ciento) "
63114,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
63116,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 o No Calificadas de Corto Plazo (ponderados al 100 por ciento) "
63117,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
63118,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
63120,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
63121,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
63122,"Operaciones sin Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
63123,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63124,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Operaciones sin Importe positivo a favor de la Institución"
63125,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
63126,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
63127,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
63128,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63129,"Operaciones con Importe positivo a favor de la Institución     Importe Positivo"
63130,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
63150,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
63151,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
63152,"Operaciones sin Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
63153,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63154,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Operaciones sin Importe positivo a favor de la Institución"
63155,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
63156,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
63157,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
63158,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63159,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
63160,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 a 6 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
63162,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  No Calificadas Largo Plazo y Riesgo 2 de Corto Plazo (ponderados al 50 por ciento) "
63164,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
63166,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 o No Calificadas de Corto Plazo (ponderados al 100 por ciento) "
63167,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
63168,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
63170,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
63171,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
63172,"Operaciones sin Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
63173,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63174,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Operaciones sin Importe positivo a favor de la Institución"
63175,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
63176,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
63177,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
63178,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63179,"Operaciones con Importe positivo a favor de la Institución     Importe Positivo"
63180,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
63200,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
63201,"Operaciones sin Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
63202,"Operaciones sin Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
63203,"Operaciones sin Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63204,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Operaciones sin Importe positivo a favor de la Institución"
63205,"Operaciones con Importe positivo a favor de la Institución Valor del Activo a Recibir"
63206,"Operaciones con Importe positivo a favor de la Institución Valor del Pasivo a Entregar"
63207,"Operaciones con Importe positivo a favor de la Institución Importe de las Garantías Reales recibidas aplicando el Método Simple"
63208,"Operaciones con Importe positivo a favor de la Institución Importe Ajustado de las Garantías Reales recibidas aplicando el Método Integral"
63209,"Operaciones sin Importe positivo a favor de la Institución Operaciones con Importe positivo a favor de la Institución"
63210,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 1 a 6 de Largo Plazo y Riesgo 1 de Corto Plazo (ponderados al 20 por ciento) "
63212,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  No Calificadas Largo Plazo y Riesgo 2 de Corto Plazo (ponderados al 50 por ciento) "
63214,"Operaciones con Importe positivo a favor de la Institución Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de: "
63216,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 3 o No Calificadas de Corto Plazo (ponderados al 100 por ciento) "
63217,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 4 de Corto Plazo (ponderados al 120 por ciento) "
63218,"Importe Positivo de las operaciones cuya calificación de la contraparte corresponda al Grado de:  Riesgo 5 de Corto Plazo (ponderados al 150 por ciento) "
63220,"Operaciones sin Importe positivo a favor de la Institución Valor del Activo a Recibir"
